transporte_id,tipo_transporte,capacidade,velocidade_media,lotacao_media,rota,data,n_passageiros,variacao_trafego,variacao_acidentes
7191,Trem,1200,67.16,0.65,Sé - Rua Direita,2024-05-13,777,Médio,0
7192,VLT,400,31.2,0.69,Moema - Av. dos Eucaliptos,2024-01-24,274,Alto,2
7193,VLT,400,29.6,0.46,Lapa - Rua Doze de Outubro,2024-07-15,184,Médio,0
7194,BRT,200,42.93,0.72,Moema - Av. Ibirapuera,2024-10-08,143,Baixo,1
7195,Trem,1200,61.39,0.66,Lapa - Rua Guaicurus,2024-05-10,791,Médio,0
7196,Trem,1200,45.26,1.04,Vila Mariana - Rua Vergueiro,2024-10-27,1242,Alto,1
7197,Ônibus,80,22.0,0.4,Itaim Bibi - Av. Juscelino Kubitschek,2024-01-07,32,Alto,0
7198,BRT,200,41.08,0.89,Moema - Av. dos Eucaliptos,2024-02-16,177,Baixo,0
7199,Metrô,1500,51.77,0.71,Tatuapé - Rua Coelho Lisboa,2024-02-26,1070,Alto,0
7200,VLT,400,35.64,0.63,Tatuapé - Rua Emília Marengo,2024-08-10,252,Médio,0
7201,VLT,400,37.83,0.69,Lapa - Rua Guaicurus,2024-07-25,275,Médio,0
7202,VLT,400,29.06,0.62,Vila Mariana - Rua Domingos de Morais,2024-08-17,247,Baixo,3
7203,Trem,1200,55.54,0.36,Sé - Rua Boa Vista,2024-01-25,431,Baixo,0
7204,VLT,400,37.2,0.67,Vila Mariana - Av. Lins de Vasconcelos,2024-05-28,269,Baixo,0
7205,VLT,400,23.7,0.71,Santana - Rua Dr. César,2024-01-11,283,Alto,0
7206,BRT,200,39.97,0.82,Pinheiros - Av. Brigadeiro Faria Lima,2024-01-19,164,Médio,0
7207,VLT,400,35.25,0.62,Lapa - Rua Doze de Outubro,2024-10-21,246,Médio,0
7208,Metrô,1500,72.64,0.7,Moema - Rua Jurucê,2024-10-23,1047,Médio,0
7209,Trem,1200,66.2,0.67,Itaim Bibi - Rua Joaquim Floriano,2024-08-15,802,Médio,0
7210,Trem,1200,58.83,0.81,Itaim Bibi - Rua Joaquim Floriano,2024-01-12,968,Alto,0
7211,Trem,1200,61.03,0.94,Tatuapé - Rua Coelho Lisboa,2024-09-24,1123,Alto,0
7212,Ônibus,80,33.76,0.67,Santana - Rua Voluntários da Pátria,2024-02-19,53,Alto,0
7213,Ônibus,80,34.15,0.54,Sé - Rua Boa Vista,2024-03-17,43,Baixo,0
7214,Trem,1200,45.64,0.57,Tatuapé - Rua Emília Marengo,2024-08-18,684,Baixo,0
7215,VLT,400,24.09,0.78,Pinheiros - Av. Brigadeiro Faria Lima,2024-01-01,311,Médio,0
7216,Metrô,1500,61.34,0.48,Moema - Rua Jurucê,2024-03-26,725,Médio,0
7217,BRT,200,36.31,0.7,Itaim Bibi - Rua Joaquim Floriano,2024-09-12,140,Alto,0
7218,Ônibus,80,27.21,0.85,Lapa - Rua Guaicurus,2024-02-04,68,Alto,0
7219,Trem,1200,66.06,0.38,Santana - Rua Alfredo Pujol,2024-09-05,453,Baixo,0
7220,VLT,400,34.4,0.81,Lapa - Rua Doze de Outubro,2024-05-14,323,Alto,0
7221,Trem,1200,58.71,0.59,Tatuapé - Rua Tuiuti,2024-10-06,713,Baixo,0
7222,Metrô,1500,53.51,0.73,Vila Mariana - Rua Domingos de Morais,2024-06-24,1096,Baixo,0
7223,VLT,400,30.65,1.01,Sé - Rua XV de Novembro,2024-02-09,403,Baixo,0
7224,Trem,1200,51.45,0.62,Itaim Bibi - Av. Juscelino Kubitschek,2024-07-31,739,Alto,0
7225,Ônibus,80,23.19,0.84,Vila Mariana - Rua Vergueiro,2024-09-17,67,Baixo,0
7226,Metrô,1500,50.02,0.66,Moema - Av. dos Eucaliptos,2024-03-19,993,Alto,0
7227,BRT,200,32.16,0.61,Sé - Rua XV de Novembro,2024-08-14,121,Baixo,0
7228,Trem,1200,54.62,0.91,Vila Mariana - Rua Vergueiro,2024-03-11,1086,Alto,0
7229,Ônibus,80,28.96,0.82,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-03-10,65,Médio,2
7230,Trem,1200,58.82,0.66,Itaim Bibi - Rua Joaquim Floriano,2024-05-01,786,Baixo,1
7231,BRT,200,43.5,0.42,Tatuapé - Rua Tuiuti,2024-06-07,84,Baixo,0
7232,Trem,1200,67.21,0.61,Moema - Rua Jurucê,2024-02-24,733,Baixo,0
7233,Trem,1200,54.86,0.69,Lapa - Rua Guaicurus,2024-07-24,833,Baixo,0
7234,BRT,200,36.8,0.55,Tatuapé - Rua Tuiuti,2024-02-24,110,Médio,0
7235,VLT,400,31.6,0.98,Itaim Bibi - Av. Juscelino Kubitschek,2024-05-01,393,Médio,1
7236,BRT,200,35.79,0.74,Lapa - Rua Pio XI,2024-08-02,148,Baixo,0
7237,VLT,400,33.19,0.75,Tatuapé - Rua Coelho Lisboa,2024-05-28,300,Baixo,0
7238,Ônibus,80,29.94,0.78,Sé - Rua Boa Vista,2024-03-15,62,Baixo,0
7239,Ônibus,80,28.65,0.53,Lapa - Rua Guaicurus,2024-06-06,42,Baixo,0
7240,Ônibus,80,29.76,0.64,Santana - Rua Voluntários da Pátria,2024-03-26,51,Médio,0
7241,Metrô,1500,58.76,0.81,Sé - Rua Boa Vista,2024-04-14,1216,Médio,3
7242,BRT,200,44.64,0.56,Lapa - Rua Doze de Outubro,2024-04-11,111,Alto,0
7243,Ônibus,80,20.13,0.2,Vila Mariana - Rua Vergueiro,2024-05-15,16,Baixo,0
7244,Trem,1200,66.09,0.44,Lapa - Rua Guaicurus,2024-02-12,522,Baixo,1
7245,VLT,400,33.83,0.68,Lapa - Rua Doze de Outubro,2024-09-21,270,Baixo,0
7246,Trem,1200,67.42,0.52,Itaim Bibi - Rua Joaquim Floriano,2024-04-13,626,Baixo,0
7247,Metrô,1500,63.67,0.84,Sé - Rua Direita,2024-10-14,1253,Baixo,0
7248,Metrô,1500,66.91,0.73,Pinheiros - Rua Teodoro Sampaio,2024-10-26,1090,Médio,2
7249,Trem,1200,66.08,0.57,Vila Mariana - Av. Lins de Vasconcelos,2024-06-23,684,Médio,1
7250,Metrô,1500,60.3,0.49,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-08-20,727,Baixo,0
7251,BRT,200,32.71,0.3,Santana - Rua Dr. César,2024-06-07,59,Baixo,0
7252,Ônibus,80,20.32,0.61,Lapa - Rua Guaicurus,2024-09-19,48,Baixo,1
7253,Trem,1200,45.77,0.85,Moema - Rua Jurucê,2024-09-01,1015,Alto,0
7254,VLT,400,29.92,0.8,Lapa - Rua Guaicurus,2024-02-25,320,Baixo,0
7255,Metrô,1500,63.66,0.76,Vila Mariana - Rua Vergueiro,2024-03-17,1141,Médio,0
7256,Trem,1200,56.28,1.0,Tatuapé - Rua Tuiuti,2024-05-23,1197,Baixo,0
7257,Trem,1200,52.44,0.68,Tatuapé - Rua Emília Marengo,2024-09-21,820,Baixo,0
7258,Ônibus,80,21.38,0.75,Sé - Rua Boa Vista,2024-06-25,60,Baixo,0
7259,BRT,200,33.87,0.56,Vila Mariana - Av. Lins de Vasconcelos,2024-03-03,111,Médio,0
7260,Trem,1200,67.07,0.52,Tatuapé - Rua Emília Marengo,2024-08-09,629,Baixo,0
7261,VLT,400,25.12,0.66,Vila Mariana - Av. Lins de Vasconcelos,2024-10-24,262,Baixo,0
7262,Ônibus,80,22.95,0.76,Sé - Rua XV de Novembro,2024-04-03,60,Baixo,0
7263,Ônibus,80,21.71,0.84,Moema - Av. dos Eucaliptos,2024-05-22,66,Médio,0
7264,VLT,400,22.77,0.99,Tatuapé - Rua Emília Marengo,2024-01-28,397,Baixo,0
7265,Ônibus,80,18.06,0.41,Lapa - Rua Doze de Outubro,2024-07-31,32,Médio,0
7266,Trem,1200,66.42,0.35,Tatuapé - Rua Coelho Lisboa,2024-07-04,424,Médio,0
7267,VLT,400,35.81,0.32,Pinheiros - Rua Teodoro Sampaio,2024-01-24,126,Médio,1
7268,BRT,200,44.77,0.53,Santana - Rua Voluntários da Pátria,2024-08-10,106,Médio,0
7269,Metrô,1500,52.32,1.0,Sé - Rua Direita,2024-01-27,1501,Baixo,0
7270,Metrô,1500,58.85,0.62,Lapa - Rua Doze de Outubro,2024-07-01,932,Alto,1
7271,Trem,1200,48.21,1.02,Pinheiros - Rua dos Pinheiros,2024-03-30,1228,Baixo,2
7272,Trem,1200,63.44,0.8,Lapa - Rua Pio XI,2024-09-21,965,Baixo,0
7273,Metrô,1500,54.96,0.63,Santana - Rua Voluntários da Pátria,2024-06-03,942,Baixo,0
7274,VLT,400,32.96,0.73,Vila Mariana - Rua Vergueiro,2024-01-06,290,Alto,0
7275,VLT,400,30.53,0.61,Santana - Rua Alfredo Pujol,2024-02-07,245,Médio,2
7276,Ônibus,80,23.55,0.55,Santana - Rua Alfredo Pujol,2024-09-03,44,Alto,1
7277,VLT,400,35.49,0.64,Itaim Bibi - Rua Joaquim Floriano,2024-01-12,257,Baixo,0
7278,VLT,400,24.76,0.64,Moema - Av. dos Eucaliptos,2024-01-27,257,Médio,0
7279,VLT,400,24.91,0.62,Lapa - Rua Doze de Outubro,2024-05-24,248,Baixo,0
7280,Trem,1200,58.51,0.78,Santana - Rua Alfredo Pujol,2024-04-30,930,Médio,0
7281,Metrô,1500,71.28,0.5,Santana - Rua Voluntários da Pátria,2024-09-30,750,Médio,0
7282,Metrô,1500,71.01,0.7,Sé - Rua Direita,2024-08-19,1054,Médio,0
7283,Metrô,1500,71.81,0.64,Lapa - Rua Guaicurus,2024-06-04,962,Baixo,0
7284,Ônibus,80,19.18,0.88,Itaim Bibi - Rua Joaquim Floriano,2024-06-10,70,Médio,0
7285,Metrô,1500,63.88,0.4,Pinheiros - Rua Teodoro Sampaio,2024-09-07,594,Baixo,1
7286,BRT,200,33.03,0.73,Moema - Av. dos Eucaliptos,2024-08-06,145,Baixo,0
7287,Trem,1200,49.81,0.65,Tatuapé - Rua Coelho Lisboa,2024-04-29,783,Baixo,0
7288,Metrô,1500,67.78,0.52,Sé - Rua Direita,2024-03-23,773,Alto,1
7289,VLT,400,22.99,0.56,Vila Mariana - Rua Domingos de Morais,2024-01-06,224,Médio,1
7290,Metrô,1500,62.54,0.64,Moema - Av. dos Eucaliptos,2024-08-24,965,Médio,0
7291,BRT,200,41.9,0.63,Sé - Rua Direita,2024-04-11,126,Baixo,0
7292,Trem,1200,51.14,0.45,Pinheiros - Rua Teodoro Sampaio,2024-05-15,539,Médio,0
7293,VLT,400,23.28,0.63,Vila Mariana - Rua Domingos de Morais,2024-02-18,253,Médio,1
7294,Trem,1200,63.05,0.54,Lapa - Rua Pio XI,2024-03-16,652,Alto,1
7295,VLT,400,32.79,0.38,Tatuapé - Rua Tuiuti,2024-05-17,151,Médio,3
7296,Ônibus,80,25.14,0.74,Sé - Rua Direita,2024-10-02,58,Baixo,0
7297,Ônibus,80,25.63,0.56,Sé - Rua XV de Novembro,2024-10-18,44,Médio,0
7298,Ônibus,80,24.93,0.65,Vila Mariana - Rua Domingos de Morais,2024-03-23,52,Baixo,0
7299,Ônibus,80,19.33,0.64,Tatuapé - Rua Coelho Lisboa,2024-03-24,50,Baixo,1
7300,VLT,400,35.96,0.46,Lapa - Rua Pio XI,2024-05-31,183,Baixo,0
7301,BRT,200,44.94,0.6,Moema - Av. dos Eucaliptos,2024-03-13,119,Médio,0
7302,VLT,400,33.01,0.5,Sé - Rua Direita,2024-05-28,198,Baixo,0
7303,Trem,1200,47.4,0.72,Pinheiros - Av. Brigadeiro Faria Lima,2024-04-09,863,Baixo,2
7304,Ônibus,80,22.64,0.68,Sé - Rua Boa Vista,2024-04-03,54,Baixo,0
7305,BRT,200,42.22,0.87,Vila Mariana - Rua Domingos de Morais,2024-06-19,173,Baixo,0
7306,VLT,400,24.88,0.62,Sé - Rua Direita,2024-07-03,249,Alto,0
7307,VLT,400,24.11,0.44,Santana - Rua Alfredo Pujol,2024-04-06,176,Alto,1
7308,Trem,1200,49.72,0.75,Vila Mariana - Av. Lins de Vasconcelos,2024-05-23,894,Alto,0
7309,Metrô,1500,58.89,0.62,Vila Mariana - Rua Vergueiro,2024-02-16,924,Médio,0
7310,Trem,1200,46.11,0.7,Santana - Rua Alfredo Pujol,2024-07-07,837,Baixo,0
7311,VLT,400,34.88,0.71,Santana - Rua Voluntários da Pátria,2024-07-18,285,Médio,0
7312,Metrô,1500,61.3,1.07,Pinheiros - Rua dos Pinheiros,2024-02-09,1603,Médio,0
7313,Trem,1200,53.2,0.95,Lapa - Rua Guaicurus,2024-05-23,1141,Baixo,0
7314,Ônibus,80,24.29,0.6,Tatuapé - Rua Tuiuti,2024-10-15,47,Médio,0
7315,VLT,400,27.09,0.62,Tatuapé - Rua Emília Marengo,2024-05-05,246,Médio,0
7316,Ônibus,80,24.52,0.61,Lapa - Rua Doze de Outubro,2024-01-28,48,Médio,0
7317,Ônibus,80,25.39,0.61,Lapa - Rua Doze de Outubro,2024-06-16,48,Alto,2
7318,VLT,400,35.72,0.83,Sé - Rua Boa Vista,2024-09-02,330,Médio,0
7319,VLT,400,25.74,0.58,Sé - Rua Direita,2024-01-26,233,Baixo,0
7320,BRT,200,40.2,0.39,Pinheiros - Rua Teodoro Sampaio,2024-10-25,78,Médio,0
7321,Metrô,1500,68.53,0.59,Santana - Rua Voluntários da Pátria,2024-04-13,879,Baixo,0
7322,Metrô,1500,56.59,0.72,Lapa - Rua Guaicurus,2024-07-12,1077,Baixo,0
7323,Ônibus,80,18.63,0.48,Pinheiros - Av. Brigadeiro Faria Lima,2024-04-16,38,Baixo,0
7324,Trem,1200,50.02,0.94,Lapa - Rua Guaicurus,2024-03-18,1126,Baixo,0
7325,VLT,400,22.64,0.66,Lapa - Rua Doze de Outubro,2024-06-04,265,Alto,0
7326,Trem,1200,65.71,0.66,Lapa - Rua Doze de Outubro,2024-08-30,790,Médio,0
7327,BRT,200,39.42,0.83,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-01-16,166,Alto,0
7328,BRT,200,37.31,0.88,Vila Mariana - Rua Domingos de Morais,2024-10-18,175,Baixo,1
7329,Trem,1200,59.18,0.43,Santana - Rua Voluntários da Pátria,2024-05-05,521,Baixo,0
7330,BRT,200,35.64,0.36,Sé - Rua XV de Novembro,2024-10-09,71,Baixo,1
7331,Ônibus,80,18.53,0.58,Moema - Av. Ibirapuera,2024-04-23,46,Baixo,0
7332,VLT,400,22.02,0.47,Sé - Rua Boa Vista,2024-01-26,188,Baixo,0
7333,VLT,400,26.21,0.52,Sé - Rua Boa Vista,2024-04-28,206,Baixo,0
7334,Ônibus,80,28.61,0.37,Sé - Rua Direita,2024-01-11,29,Baixo,1
7335,Metrô,1500,66.14,0.78,Tatuapé - Rua Tuiuti,2024-07-27,1167,Baixo,0
7336,Ônibus,80,26.61,0.58,Moema - Av. dos Eucaliptos,2024-10-13,46,Baixo,0
7337,Ônibus,80,18.46,0.85,Lapa - Rua Guaicurus,2024-09-20,68,Médio,0
7338,Trem,1200,62.93,0.58,Itaim Bibi - Rua Joaquim Floriano,2024-05-19,701,Baixo,0
7339,Ônibus,80,29.84,1.03,Sé - Rua Direita,2024-08-02,82,Médio,0
7340,Trem,1200,68.62,0.81,Vila Mariana - Rua Domingos de Morais,2024-07-12,975,Alto,0
7341,BRT,200,30.42,0.58,Lapa - Rua Pio XI,2024-10-27,116,Baixo,0
7342,BRT,200,44.18,0.67,Sé - Rua Boa Vista,2024-02-15,133,Alto,0
7343,Ônibus,80,18.26,0.67,Moema - Rua Jurucê,2024-04-27,53,Médio,0
7344,BRT,200,28.65,0.6,Itaim Bibi - Rua Joaquim Floriano,2024-02-04,119,Alto,1
7345,BRT,200,28.65,1.0,Santana - Rua Alfredo Pujol,2024-01-04,199,Médio,2
7346,Trem,1200,55.62,0.59,Santana - Rua Alfredo Pujol,2024-09-05,713,Baixo,0
7347,BRT,200,32.91,0.88,Sé - Rua XV de Novembro,2024-03-09,175,Alto,0
7348,Ônibus,80,21.26,0.82,Pinheiros - Rua Teodoro Sampaio,2024-02-01,65,Médio,0
7349,Ônibus,80,23.47,0.92,Itaim Bibi - Av. Juscelino Kubitschek,2024-10-27,73,Alto,0
7350,Metrô,1500,63.17,0.68,Sé - Rua Direita,2024-04-19,1014,Baixo,0
7351,Metrô,1500,72.88,0.54,Vila Mariana - Rua Domingos de Morais,2024-06-15,806,Baixo,1
7352,Metrô,1500,70.24,0.71,Moema - Rua Jurucê,2024-04-21,1063,Alto,2
7353,Metrô,1500,63.91,0.77,Tatuapé - Rua Emília Marengo,2024-01-03,1160,Médio,0
7354,Ônibus,80,27.4,0.38,Sé - Rua Direita,2024-04-11,30,Médio,0
7355,VLT,400,28.9,0.45,Moema - Av. Ibirapuera,2024-03-28,181,Alto,0
7356,VLT,400,36.71,0.77,Vila Mariana - Av. Lins de Vasconcelos,2024-01-31,309,Médio,0
7357,Ônibus,80,22.13,0.77,Lapa - Rua Doze de Outubro,2024-10-22,61,Baixo,0
7358,VLT,400,33.64,0.57,Lapa - Rua Pio XI,2024-09-09,226,Baixo,1
7359,Ônibus,80,27.24,0.45,Moema - Av. Ibirapuera,2024-08-14,36,Médio,0
7360,VLT,400,33.29,0.76,Moema - Rua Jurucê,2024-07-01,304,Baixo,0
7361,Metrô,1500,60.15,0.69,Pinheiros - Rua dos Pinheiros,2024-05-18,1033,Baixo,1
7362,BRT,200,36.76,0.75,Pinheiros - Av. Brigadeiro Faria Lima,2024-09-11,149,Médio,0
7363,Trem,1200,50.98,0.58,Sé - Rua Direita,2024-01-31,695,Médio,0
7364,VLT,400,24.48,0.28,Moema - Rua Jurucê,2024-10-22,112,Médio,0
7365,Metrô,1500,59.31,0.48,Sé - Rua Boa Vista,2024-09-07,713,Médio,3
7366,Trem,1200,45.01,0.65,Tatuapé - Rua Tuiuti,2024-05-31,779,Médio,0
7367,Metrô,1500,65.41,0.58,Santana - Rua Voluntários da Pátria,2024-06-23,871,Baixo,0
7368,BRT,200,36.78,1.12,Lapa - Rua Guaicurus,2024-08-27,223,Médio,0
7369,Trem,1200,60.28,0.84,Tatuapé - Rua Tuiuti,2024-02-02,1006,Médio,0
7370,Ônibus,80,34.37,0.87,Vila Mariana - Av. Lins de Vasconcelos,2024-04-07,69,Baixo,0
7371,Trem,1200,59.66,0.41,Sé - Rua Direita,2024-02-20,491,Baixo,0
7372,Ônibus,80,31.85,0.57,Tatuapé - Rua Tuiuti,2024-09-17,45,Alto,0
7373,BRT,200,33.33,0.83,Pinheiros - Rua dos Pinheiros,2024-04-13,165,Baixo,0
7374,Metrô,1500,60.37,0.31,Lapa - Rua Guaicurus,2024-05-17,460,Baixo,0
7375,Metrô,1500,70.6,0.93,Pinheiros - Rua Teodoro Sampaio,2024-10-21,1395,Baixo,0
7376,VLT,400,28.05,0.47,Pinheiros - Rua dos Pinheiros,2024-04-30,188,Baixo,0
7377,BRT,200,33.96,0.52,Sé - Rua XV de Novembro,2024-10-10,103,Médio,0
7378,Ônibus,80,23.16,0.8,Santana - Rua Dr. César,2024-06-06,64,Médio,0
7379,Ônibus,80,19.67,0.8,Sé - Rua Boa Vista,2024-05-07,63,Baixo,0
7380,Ônibus,80,27.74,0.9,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-01-05,71,Alto,0
7381,Ônibus,80,27.3,0.74,Santana - Rua Alfredo Pujol,2024-07-03,59,Médio,0
7382,Trem,1200,63.85,0.66,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-10-01,796,Médio,1
7383,Metrô,1500,66.69,0.72,Sé - Rua Direita,2024-04-13,1078,Alto,0
7384,Trem,1200,64.39,0.47,Moema - Av. dos Eucaliptos,2024-09-08,569,Alto,1
7385,VLT,400,26.92,0.8,Tatuapé - Rua Tuiuti,2024-09-21,319,Médio,0
7386,Metrô,1500,51.91,0.63,Santana - Rua Dr. César,2024-02-24,948,Baixo,2
7387,VLT,400,26.67,0.55,Sé - Rua Boa Vista,2024-02-23,220,Alto,0
7388,Metrô,1500,64.07,0.74,Sé - Rua Direita,2024-03-06,1109,Baixo,0
7389,Metrô,1500,54.68,0.77,Itaim Bibi - Av. Juscelino Kubitschek,2024-08-09,1161,Baixo,0
7390,VLT,400,36.76,0.84,Pinheiros - Rua Teodoro Sampaio,2024-10-08,337,Baixo,0
7391,Metrô,1500,71.9,0.89,Tatuapé - Rua Emília Marengo,2024-02-05,1337,Baixo,0
7392,VLT,400,22.52,0.33,Sé - Rua Boa Vista,2024-08-18,130,Baixo,2
7393,Metrô,1500,67.83,0.74,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-10-08,1108,Médio,0
7394,VLT,400,32.13,0.75,Lapa - Rua Guaicurus,2024-04-09,301,Baixo,0
7395,Trem,1200,68.42,0.96,Santana - Rua Dr. César,2024-02-05,1146,Alto,0
7396,Trem,1200,64.84,0.73,Santana - Rua Alfredo Pujol,2024-02-01,877,Baixo,0
7397,Metrô,1500,56.92,0.85,Tatuapé - Rua Emília Marengo,2024-07-10,1269,Médio,0
7398,Metrô,1500,73.36,0.52,Itaim Bibi - Av. Juscelino Kubitschek,2024-08-28,774,Baixo,1
7399,Trem,1200,50.07,0.46,Vila Mariana - Rua Vergueiro,2024-03-08,552,Médio,0
7400,Ônibus,80,28.34,0.6,Lapa - Rua Doze de Outubro,2024-10-08,47,Médio,0
7401,VLT,400,37.87,0.67,Lapa - Rua Doze de Outubro,2024-06-01,269,Baixo,0
7402,VLT,400,23.16,0.71,Itaim Bibi - Av. Juscelino Kubitschek,2024-01-30,283,Médio,2
7403,Ônibus,80,23.03,0.79,Pinheiros - Rua dos Pinheiros,2024-01-15,63,Médio,1
7404,Metrô,1500,63.07,0.57,Santana - Rua Voluntários da Pátria,2024-04-04,853,Alto,0
7405,Ônibus,80,22.95,0.41,Lapa - Rua Guaicurus,2024-02-05,32,Baixo,0
7406,Ônibus,80,28.59,0.75,Sé - Rua Boa Vista,2024-01-26,60,Baixo,1
7407,Ônibus,80,27.22,0.71,Itaim Bibi - Av. Juscelino Kubitschek,2024-02-25,56,Baixo,0
7408,Metrô,1500,65.67,0.54,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-09-13,812,Baixo,0
7409,Ônibus,80,18.37,0.57,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-08-28,45,Baixo,0
7410,BRT,200,32.56,0.82,Vila Mariana - Rua Vergueiro,2024-09-18,164,Alto,1
7411,Trem,1200,55.89,0.75,Lapa - Rua Pio XI,2024-08-03,899,Baixo,0
7412,Trem,1200,52.41,0.66,Santana - Rua Alfredo Pujol,2024-05-02,795,Baixo,0
7413,VLT,400,33.41,0.75,Sé - Rua Boa Vista,2024-02-22,298,Alto,0
7414,Trem,1200,62.26,0.72,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-10-22,866,Baixo,0
7415,Metrô,1500,65.35,0.64,Vila Mariana - Rua Vergueiro,2024-06-02,960,Baixo,0
7416,Metrô,1500,55.79,0.66,Sé - Rua Direita,2024-04-04,989,Baixo,0
7417,Trem,1200,57.13,0.62,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-04-15,747,Baixo,0
7418,BRT,200,30.07,0.72,Tatuapé - Rua Tuiuti,2024-09-21,144,Baixo,1
7419,VLT,400,28.87,0.71,Itaim Bibi - Rua Joaquim Floriano,2024-07-22,285,Médio,0
7420,Trem,1200,57.42,0.67,Lapa - Rua Doze de Outubro,2024-10-24,809,Médio,0
7421,Ônibus,80,25.94,0.26,Pinheiros - Av. Brigadeiro Faria Lima,2024-08-17,20,Alto,0
7422,BRT,200,31.13,0.96,Pinheiros - Rua Teodoro Sampaio,2024-03-22,191,Baixo,1
7423,BRT,200,41.75,0.86,Pinheiros - Rua Teodoro Sampaio,2024-05-25,171,Baixo,0
7424,VLT,400,22.02,0.36,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-04-23,142,Baixo,0
7425,VLT,400,36.23,0.78,Tatuapé - Rua Emília Marengo,2024-03-11,312,Médio,1
7426,VLT,400,24.12,0.91,Lapa - Rua Doze de Outubro,2024-03-06,365,Médio,0
7427,Metrô,1500,56.75,0.3,Tatuapé - Rua Emília Marengo,2024-05-28,457,Baixo,1
7428,VLT,400,25.56,0.3,Vila Mariana - Av. Lins de Vasconcelos,2024-01-24,119,Médio,0
7429,VLT,400,25.31,0.57,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-05-14,226,Baixo,1
7430,Metrô,1500,60.81,0.44,Santana - Rua Voluntários da Pátria,2024-02-23,652,Baixo,0
7431,BRT,200,38.25,0.54,Vila Mariana - Rua Vergueiro,2024-05-19,107,Médio,1
7432,Metrô,1500,70.6,0.84,Sé - Rua Direita,2024-08-13,1263,Baixo,0
7433,Ônibus,80,29.04,0.36,Vila Mariana - Av. Lins de Vasconcelos,2024-04-12,29,Baixo,1
7434,Trem,1200,65.63,0.43,Moema - Rua Jurucê,2024-05-04,521,Baixo,0
7435,Metrô,1500,69.81,0.39,Santana - Rua Dr. César,2024-03-05,582,Baixo,2
7436,Ônibus,80,21.3,0.53,Itaim Bibi - Av. Juscelino Kubitschek,2024-10-10,42,Médio,0
7437,BRT,200,31.77,0.63,Moema - Av. Ibirapuera,2024-02-28,125,Alto,1
7438,Trem,1200,51.55,0.67,Itaim Bibi - Rua Joaquim Floriano,2024-01-19,801,Médio,0
7439,Trem,1200,45.32,0.63,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-09-07,754,Baixo,1
7440,Ônibus,80,25.77,0.83,Vila Mariana - Av. Lins de Vasconcelos,2024-09-19,66,Baixo,0
7441,BRT,200,38.75,0.96,Pinheiros - Av. Brigadeiro Faria Lima,2024-05-07,192,Baixo,3
7442,Trem,1200,63.59,0.81,Santana - Rua Dr. César,2024-04-22,967,Alto,0
7443,Metrô,1500,64.4,0.7,Pinheiros - Av. Brigadeiro Faria Lima,2024-09-20,1046,Médio,2
7444,Trem,1200,51.74,0.61,Tatuapé - Rua Emília Marengo,2024-06-06,727,Baixo,0
7445,BRT,200,38.47,0.72,Sé - Rua XV de Novembro,2024-02-05,143,Baixo,1
7446,Ônibus,80,28.73,0.87,Pinheiros - Rua dos Pinheiros,2024-08-25,69,Baixo,0
7447,Trem,1200,69.46,0.72,Sé - Rua Direita,2024-08-07,864,Médio,0
7448,Metrô,1500,66.44,0.76,Moema - Av. dos Eucaliptos,2024-06-09,1137,Médio,0
7449,Trem,1200,68.0,0.73,Itaim Bibi - Rua Joaquim Floriano,2024-05-01,876,Médio,0
7450,Metrô,1500,74.44,0.98,Sé - Rua Direita,2024-03-23,1467,Baixo,0
7451,Metrô,1500,71.65,0.8,Santana - Rua Dr. César,2024-09-02,1200,Baixo,0
7452,Trem,1200,57.22,0.75,Pinheiros - Av. Brigadeiro Faria Lima,2024-09-22,903,Médio,0
7453,VLT,400,34.53,0.7,Moema - Rua Jurucê,2024-08-09,281,Médio,0
7454,Ônibus,80,28.22,0.52,Sé - Rua XV de Novembro,2024-06-15,41,Alto,0
7455,Ônibus,80,22.69,0.78,Pinheiros - Rua Teodoro Sampaio,2024-10-16,62,Médio,0
7456,Trem,1200,49.8,0.65,Vila Mariana - Av. Lins de Vasconcelos,2024-04-25,780,Alto,0
7457,Ônibus,80,25.75,0.46,Vila Mariana - Rua Vergueiro,2024-10-25,36,Médio,1
7458,Trem,1200,66.66,0.53,Vila Mariana - Rua Domingos de Morais,2024-04-01,635,Baixo,0
7459,Ônibus,80,23.28,0.64,Pinheiros - Av. Brigadeiro Faria Lima,2024-08-07,51,Médio,0
7460,BRT,200,41.36,0.41,Tatuapé - Rua Coelho Lisboa,2024-02-28,81,Médio,0
7461,BRT,200,30.96,0.75,Tatuapé - Rua Emília Marengo,2024-01-03,149,Baixo,0
